Program,Service,Activity,Expense/Revenue,Category Name,Sub-Category Name,Commitment item,Amount,Year
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Materials & Supplies,Office Supplies,Stationery And Off,"6,222.83",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Materials & Supplies,Parts,Mach & Equip Parts,"9,810.80",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Materials & Supplies,Salt,De - Icers,"1,624.48",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Materials & Supplies,Supplies,Misc Materials,"17,761.06",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Materials & Supplies,Supplies,Presentation Items,20.00,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Materials & Supplies,Supplies,"Ribns, Med, Trophie",306.74,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Other Expenditures,Miscellaneous Expenditures,Bank Service Charges,"2,195.28",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Other Expenditures,Miscellaneous Expenditures,Change In A/R Prov,"2,372.00",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Other Expenditures,Miscellaneous Expenditures,Collection Agcy Fees,"1,186.00",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Salaries,Permanent Salaries,Full Time Reg Py Sap,"10,980,022.81",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Salaries,Permanent Salaries,Perm - Overtime Sap,"465,797.34",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Salaries,Permanent Salaries,Perm-Shift Bonus Sap,"40,763.08",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Salaries,Permanent Salaries,Stat Hol Prem-Perm,"227,068.51",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Salaries,Temporary Salaries,Temp - Overtime Sap,"83,084.40",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Salaries,Vacancy Adjustments,Vacancy Adjustments,"(849,049.13)",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Business Travel,Bus Trav - Accom,"4,855.23",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Business Travel,Bus Trav - Air Trans,697.00,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Business Travel,Bus Trav - Km,178.54,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Business Travel,Bus Trav - Other Exp,"1,564.71",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Business Travel,Bus Trav - Pub Trans,196.99,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Conference,Conf/Sem - Other Exp,218.75,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Conference,Conf/Sem - Regist Fe,"2,635.48",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Conference,Conf/Semin - Accomd,"3,861.60",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Conference,Conf/Semin -Air/Rai,"2,656.15",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Conference,Conf/Semin -Grd Tran,15.40,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,Advertising & Promo,"46,512.34",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,C. Srv - Fire Alarm,"4,158.00",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,C. Srv -Carpet Clean,693.37,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,C. Srv -Construction,512.35,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,C. Srv -Janitorial,"33,935.37",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,C. Svcs - Doors &Clo,"2,702.70",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,Con. Serv. - Durable,"360,220.09",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,Con. Serv. - Garbage,"2,445,532.01",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,Con. Serv. - Recylin,"1,492,546.67",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,Con. Serv. - Sso,"1,684,943.96",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,Con. Serv. - Yardwas,"902,188.16",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv - Cable Tv,"2,056.93",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv - Elect,"2,496.58",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv - Fencing,"2,079.00",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv - General,"19,072.53",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv - Landscpg,"2,494.80",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv - M & E,"143,009.33",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv - Plumbing,127.10,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv - Roofing,"2,079.00",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv #Monit Sys,"10,136.74",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv- Heat& A/C,"2,068.60",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv-Voice Sys,"30,233.81",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Contracted Services,Pest Control,"3,611.91",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,General Travel,Metrage -Op (Intown),"1,894.61",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,General Travel,Parking Exp (Intown),"2,102.46",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Meetings,Bus. Meeting Exp,"5,942.08",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Postage,Postage,"4,569.70",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Professtional & Consulting,Prof Srv - Audit,"3,625.89",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Professtional & Consulting,Prof Srv - Legal,"1,295.11",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Professtional & Consulting,Prof Srv - Med & Den,"20,103.01",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Rentals,P.O.A & Prking Fines,"3,309.60",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Rentals,R&M - Gas/Odour Cont,"1,025.80",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Rentals,Rental - Other,"3,709.60",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Rentals,Rental Of Mach&Equip,"333,775.95",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Services,Catering Services,"1,860.28",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Services,Member Fees,"3,633.18",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Services,Other Expenses,"2,385.43",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Services,Other Prof/Tech Serv,"25,511.02",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Services,Permit & Lic. Fees,368.53,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Services,Photo/Video Services,54.60,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Services,Recognition Awards,"2,439.47",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Services,Safety Awards,85.72,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Services,Tech Srv Transl/Int,556.93,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Telecommnuncation,Cellular Phones,"17,949.81",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Telecommnuncation,Lan Extension - Hdsl,"2,030.94",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Telecommnuncation,Network Equipment,8.53,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Telecommnuncation,Wireless Devices,"8,159.06",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Training,Train/Dev - External,"12,775.72",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Training,Tuition Fees,"1,461.42",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Green Bin (C&T),Expenses,Service And Rent,Zero Based Consulting,C-Svs Mgmt/Res &Dev,"3,872.00",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Benefits,Benefits,Comprehensive Med,"341,543.70",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Benefits,Benefits,CPP,"273,386.24",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Benefits,Benefits,Dental Plan,"163,660.69",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Benefits,Benefits,EI,"90,110.32",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Benefits,Benefits,Life Insurance,"36,841.84",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Benefits,Benefits,LTD,"143,095.22",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Benefits,Benefits,OMERS Pension,"511,240.80",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Benefits,Benefits,Ont Health Tax,"101,574.99",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Benefits,Benefits,WSIB Admin,"26,680.41",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Benefits,Benefits,"WSIB, Med & Pen","109,874.70",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Cont To Res Fnds,"984,060.51",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Contr-Insce Rf,"75,827.00",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Equipment,Computes,Comp - Hardware,94.50,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Equipment,Computes,Comp - Software,34.50,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Equipment,Equipment,General Equipment,"4,001.56",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Equipment,Equipment,M & E - Hand Tools,807.45,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Equipment,Furn & Fixtures,Furnishings,42.22,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-311 Cust Ser,"169,886.07",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Admin Charges,"205,272.93",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Copying,381.00,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Corp. Info,"22,057.12",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Fac Maint Svcs,"3,383.02",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Fleet Fuel,"83,472.87",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Flt Flat Maint,"1,154,140.48",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Flt Misc Chgs,"107,403.18",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Flt Sht Tm Renta,540.08,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Int Audit,"2,426.47",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Legal Services,"27,198.56",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-O/H To Non-Levy,"9,864.36",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Other Services,"18,809.47",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Postage & Courie,571.50,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-PPF&A,"129,420.44",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Printing,"1,652.23",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Rec & Culture,425.56,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Rental-City Fac,"25,385.76",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Telecom & Netwk,"10,439.24",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Transp Serv,229.24,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-User Hdwe & Op S,"116,915.80",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Commodities,Bldg & Renovatn Sups,"1,440.92",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Construction Materials,Concrete,185.65,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Energy,Hydro,"31,525.46",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Energy,Nat Gas-Vehicles,"189,016.55",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Energy,Natural Gas,0.16,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Food & Beverage,Food & Beverages,949.39,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Materials,Electrical Supplies,"1,827.72",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Materials,Emerg Serv Supplies,190.46,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Materials,Footwear,"10,493.39",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Materials,Heating & Air Suppls,772.59,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Materials,Janitorial Supplies,392.28,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Materials,Plumbing Supplies,786.10,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Materials,Protective Clothing,"29,514.11",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Materials,Uniforms,"2,149.07",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Materials,Wast Bskt-Indus &Rec,"221,874.44",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Office Supplies,Health-Safety Sup,"1,269.85",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Office Supplies,Other Office Materl,628.45,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Office Supplies,Phot Fax & Print Sup,"1,012.85",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Office Supplies,Stationery And Off,"2,814.07",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Parts,Mach & Equip Parts,"4,715.70",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Salt,De - Icers,862.29,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Supplies,Misc Materials,"12,656.29",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Supplies,Presentation Items,12.60,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Materials & Supplies,Supplies,"Ribns, Med, Trophie",306.74,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Other Expenditures,Miscellaneous Expenditures,Bank Service Charges,15.75,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Other Expenditures,Miscellaneous Expenditures,Change In A/R Prov,"1,050.00",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Other Expenditures,Miscellaneous Expenditures,Collection Agcy Fees,525.00,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Salaries,Permanent Salaries,Full Time Reg Py Sap,"5,208,840.71",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Salaries,Permanent Salaries,Perm - Overtime Sap,"206,350.65",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Salaries,Permanent Salaries,Perm-Shift Bonus Sap,"18,026.24",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Salaries,Permanent Salaries,Stat Hol Prem-Perm,"100,615.37",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Salaries,Temporary Salaries,Temp - Overtime Sap,"36,741.60",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Salaries,Vacancy Adjustments,Vacancy Adjustments,"(455,224.09)",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Business Travel,Bus Trav - Accom,729.29,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Business Travel,Bus Trav - Km,96.24,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Business Travel,Bus Trav - Other Exp,392.37,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Business Travel,Bus Trav - Pub Trans,105.77,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Conference,Conf/Sem - Other Exp,185.32,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Conference,Conf/Sem - Regist Fe,"1,326.80",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Conference,Conf/Semin - Accomd,902.06,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Conference,Conf/Semin -Air/Rai,286.60,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Conference,Conf/Semin -Grd Tran,1.97,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,Advertising & Promo,"8,977.86",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,C. Srv - Fire Alarm,"1,964.00",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,C. Srv -Carpet Clean,15.11,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,C. Srv -Construction,"10,621.80",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,C. Srv -Janitorial,"19,319.43",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,C. Svcs - Doors &Clo,"1,276.60",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,Con. Serv. - Durable,"252,412.59",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,Con. Serv. - Garbage,"1,698,206.50",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,Con. Serv. - Recylin,"1,172,960.76",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,Con. Serv. - Sso,"1,234,517.31",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,Con. Serv. - Yardwas,"728,680.04",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv - Cable Tv,30.22,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv - Elect,"1,091.90",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv - Fencing,895.00,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv - General,"11,348.02",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv - Landscpg,"1,178.40",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv - M & E,"52,760.71",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv - Plumbing,124.40,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv - Roofing,982.00,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv #Monit Sys,"5,380.66",2024
