Program,Service,Activity,Expense/Revenue,Category Name,Sub-Category Name,Commitment item,Amount,Year
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Fleet Short-Term Rentals,"27,633.98",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Internal Audit Services,"2,343.68",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Legal Services,"21,018.80",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Municipal Licensing And Standards,0.00,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Other Services,"7,858.24",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Overhead Chgs To Non-Levy Op,"8,077.40",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - PPF&A,"107,179.12",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Postage & Courier,"1,950.40",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Printing,"1,500.19",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Recreation And Culture,287.28,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Telecom & Network Services,"4,555.99",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Transportation Services,8.96,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - User Hardware & Operational System,"89,366.63",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC- Fleet Fuel Costs,"53,058.59",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC- Rental-City Facilities,"22,779.27",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Materials & Supplies,Materials,Janitorial Supplies,420.00,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Benefits,Benefits,Long Term Disability,"60,457.22",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Equipment,Equipment,M & E - Hand Tools,"1,152.00",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Service And Rent,Services,Membership Fees,"1,827.32",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Service And Rent,General Travel,Metrage-Operational (Intown),"1,969.27",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Materials & Supplies,Supplies,Miscellaneous Materials & Supplies,480.00,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Materials & Supplies,Energy,Natural Gas,872.99,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Benefits,Benefits,Ontario Health Tax,"41,095.88",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Service And Rent,Services,Other Expenses,"1,784.00",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Materials & Supplies,Office Supplies,Other Office Material &Minor Furnishing,0.00,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Service And Rent,Services,Other Professional And Technical Service,"14,307.25",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Service And Rent,Rentals,Pager/Radio Rentals,0.00,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Service And Rent,General Travel,Parking Expenses (Intown),102.38,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Materials & Supplies,Parts,Parts - Machinery & Equipment,"1,600.00",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Materials & Supplies,Parts,Parts - Mobile Equipment,160.00,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Other Expenditures,Contributions And Transfers,Payment In Lieu Of Taxes,"94,410.12",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Benefits,Benefits,Pension Plan (OMERS),"199,094.49",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Salaries,Permanent Salaries,Permanent - Overtime Sap,"43,567.76",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Service And Rent,Services,Photo/Video Services,33.00,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Materials & Supplies,Materials,Plumbing Supplies,640.00,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Service And Rent,Postage,Postage,"1,590.60",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Materials & Supplies,Supplies,Presentation/Promotional Items,33.00,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Service And Rent,Professtional & Consulting,Professional & Technical Services - IT,0.00,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Service And Rent,Professtional & Consulting,Professional Services - Audit,"2,191.86",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Materials & Supplies,Materials,Protective Clothing,"1,600.00",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Service And Rent,Rentals,Rental Of Machinery And Equipment,253.20,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Service And Rent,Rentals,Rental Of Vehicles And Equipment,480.00,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Materials & Supplies,Office Supplies,Stationery And Office Supplies,571.20,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Benefits,Allowances,Tool Allowance,0.00,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Service And Rent,Training,Training & Development - External,"2,975.68",
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Service And Rent,Training,Tuition Fees,500.00,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Benefits,Benefits,WSIB Administration Charges,198.17,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Benefits,Benefits,WSIB Medical & Pension Payments,707.78,
Solid Waste Management Services,Residual Management,Perpetual Care,Expenses,Service And Rent,Telecommnuncation,Wireless Devices,"1,016.00",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Advertising & Promotion,"8,500.00",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Commodities,Bldg Repairs & Renovation Supplies,189.20,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Office Supplies,Book & Magazine Subscriptions,0.00,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Meetings,Business Meeting Expenses,"2,103.49",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Business Travel,Business Trav - Other Expenses,453.00,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Business Travel,Business Trav - Public Transit,135.90,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Benefits,Benefits,Canada Pension Plan,"257,536.19",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Services,Catering Services,723.00,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Telecommnuncation,Cellular Telephones,"8,321.66",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Benefits,Benefits,Comprehensive Medical,"300,663.17",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Equipment,Computes,Computers - Hardware,399.40,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Equipment,Computes,Computers - Software,42.50,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Construction Materials,Concrete,214.90,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Conference,Conferences/Seminars - Accommodation,0.00,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Conference,Conferences/Seminars - Other Expenses,213.30,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Conference,Conferences/Seminars - Registration Fees,779.01,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Zero Based Consulting,Consulting Serv- Mgmt/Research &Devel,"1,812.00",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Contr Services - Licensed Vehicles&Equip,"96,358.45",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Contracted Service - Doors &Door Closure,189.20,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Contracted Services - Buildings,189.20,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Contracted Services - Construction,"14,837.50",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Contracted Services - Durable Goods,"1,296,689.31",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Contracted Services - Electrical,214.90,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Contracted Services - Fire Alarm System,283.80,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Contracted Services - Garbage,"2,760,161.87",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Contracted Services - General,"294,814.38",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Contracted Services - Grass Cutting,236.50,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Contracted Services - Janitorial,"26,624.80",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Contracted Services - Machinery & Equip,"38,355.60",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Contracted Services - Monitoring Systems,0.00,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Contracted Services - Recyling,"1,911,064.01",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Contracted Services - Sso,"1,707,958.69",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Contracted Services - Voice Comm Sys,"22,248.00",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Contracted Services - Yardwaste,"580,331.12",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Contrib.To Reserve Funds,"610,167.47",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Contributions To Insurance Reserve Fund,"101,616.74",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Benefits,Benefits,Dental Plan,"151,206.29",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Materials,Electrical Supplies,189.20,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Materials,Emergency Services Supplies,206.00,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Benefits,Benefits,Employment Insurance,"77,994.72",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Food & Beverage,Food & Non-Alcoholic Beverages,593.50,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Food & Beverage,Food Costs,0.00,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Materials,Footwear,"11,468.82",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Benefits,Allowances,Fringe Benefits To Be Distributed,0.00,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Salaries,Permanent Salaries,Full Time - Regular Pay Sap,"4,951,385.81",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Equipment,Equipment,General Equipment,"2,744.81",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Benefits,Benefits,Group Life Insurance,"38,945.79",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Office Supplies,Health & Safety Supplies,329.60,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Materials,Heating & Air Conditioning Supplies,449.50,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Energy,Hydro,"33,826.19",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - 311 Customer Service,"199,504.30",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Administration Charges,"244,021.32",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Copying,758.40,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Corp. Info. And Communication Serv,"26,392.44",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Facilities Maintenance Services,"5,273.90",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Fleet Flat Rate Maintenance Charge,"11,495.30",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Fleet Miscellaneous Charges,"37,833.06",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Fleet Short-Term Rentals,"4,920.23",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Internal Audit Services,"3,018.76",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Legal Services,"27,073.13",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Municipal Licensing And Standards,0.00,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Other Services,"17,063.73",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Overhead Chgs To Non-Levy Op,"10,404.04",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - PPF&A,"138,051.36",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Postage & Courier,"2,512.20",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Printing,"2,431.30",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Recreation And Culture,369.99,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Telecom & Network Services,"7,568.75",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - Transportation Services,119.11,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC - User Hardware & Operational System,"115,108.11",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC- Fleet Fuel Costs,"9,810.78",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC- Rental-City Facilities,"29,340.69",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Materials,Janitorial Supplies,247.20,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Benefits,Benefits,Long Term Disability,"152,661.94",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Equipment,Equipment,M & E - Hand Tools,228.13,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Managed Print Charges,451.64,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Services,Membership Fees,"1,352.39",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,General Travel,Metrage-Operational (Intown),"1,456.02",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Supplies,Miscellaneous Materials & Supplies,"13,920.53",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Energy,Natural Gas-Vehicles,"166,777.60",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Benefits,Benefits,Ontario Health Tax,"98,400.11",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Services,Other Expenses,"3,102.20",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Office Supplies,Other Office Material &Minor Furnishing,312.72,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Services,Other Professional And Technical Service,"23,325.79",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Rentals,Pager/Radio Rentals,0.00,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,General Travel,Parking Expenses (Intown),205.20,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Parts,Parts - Machinery & Equipment,189.20,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Benefits,Benefits,Pension Plan (OMERS),"488,322.93",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Salaries,Permanent Salaries,Permanent - Overtime Sap,"252,263.98",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Salaries,Permanent Salaries,Permanent - Shift Bonus Sap,"19,405.11",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Services,Permit & License Fees,"1,439.81",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Pest Control,164.80,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Services,Photo/Video Services,42.50,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Office Supplies,"Photocopy, Fax And Printer Supplies",661.10,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Materials,Plumbing Supplies,214.90,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Postage,Postage,"2,048.50",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Supplies,Presentation/Promotional Items,42.50,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Professtional & Consulting,Professional & Technical Services - IT,0.00,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Professtional & Consulting,Professional Services - Audit,"2,822.85",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Professtional & Consulting,Professional Services - Legal,593.50,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Materials,Protective Clothing,"31,119.26",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Services,Recognition Awards,356.10,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Rentals,Rental Of Machinery And Equipment,"158,439.90",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Supplies,"Ribbons, Medals & Trophies",330.00,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Office Supplies,Stationery And Office Supplies,"2,676.69",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Salaries,Permanent Salaries,Statutory Holiday Premium - Permanent,"108,231.48",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Salaries,Temporary Salaries,Temporary - Overtime Sap,"39,552.00",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Training,Training & Development - External,"1,127.92",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Materials,Uniforms,"2,924.75",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Benefits,Benefits,WSIB Administration Charges,"28,569.22",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Benefits,Benefits,WSIB Medical & Pension Payments,"118,132.52",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Contracted Services,Washes-Licensed Mobile Equip.,0.00,
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Materials & Supplies,Materials,Waste Baskets - Industrial And Recycling,"206,311.28",
Solid Waste Management Services,Solid Waste Collection & Transfer,Durable Goods (C&T),Expenses,Service And Rent,Telecommnuncation,Wireless Devices,255.40,
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Service And Rent,Contracted Services,Advertising & Promotion,"20,867.71",
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Materials & Supplies,Commodities,Bldg Repairs & Renovation Supplies,"2,258.20",
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Materials & Supplies,Office Supplies,Book & Magazine Subscriptions,254.64,
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Service And Rent,Meetings,Business Meeting Expenses,"6,564.27",
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Service And Rent,Business Travel,Business Trav - Kilometrage,171.60,
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Service And Rent,Business Travel,Business Trav - Other Expenses,"2,005.70",
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Service And Rent,Business Travel,Business Trav - Public Transit,580.50,
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Service And Rent,Business Travel,Business Travel - Accommodation,"3,137.28",
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Benefits,Benefits,Canada Pension Plan,"307,052.43",
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Service And Rent,Services,Catering Services,"1,445.50",
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Service And Rent,Telecommnuncation,Cellular Telephones,"25,163.02",
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Benefits,Benefits,Comprehensive Medical,"301,130.91",
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Service And Rent,Contracted Services,Computer Software Maint & Support Servs,"641,000.02",
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Equipment,Computes,Computers - Hardware,"70,941.70",
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Equipment,Computes,Computers - Software,"36,804.28",
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Materials & Supplies,Construction Materials,Concrete,379.10,
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Service And Rent,Conference,Conferences/Seminars - Accommodation,943.50,
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Service And Rent,Conference,Conferences/Seminars - Air/Rail/Bus Trav,764.82,
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Service And Rent,Conference,Conferences/Seminars - Ground Transpt,762.07,
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Service And Rent,Conference,Conferences/Seminars - Other Expenses,698.64,
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Service And Rent,Conference,Conferences/Seminars - Registration Fees,"6,420.79",
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Service And Rent,Zero Based Consulting,Consulting Serv- Mgmt/Research &Devel,"4,274.00",
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Service And Rent,Contracted Services,Contr Services - Licensed Vehicles&Equip,"495,754.47",
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Contr To Vehicle & Equip Res - Flat Rate,"7,389,116.91",
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Service And Rent,Contracted Services,Contracted Service - Doors &Door Closure,824.80,
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Service And Rent,Contracted Services,Contracted Services - Buildings,"3,074.80",
Solid Waste Management Services,Solid Waste Collection & Transfer,Garbage (C&T),Expenses,Service And Rent,Contracted Services,Contracted Services - Carpet Cleaning,335.10,
